id,Source,worth BUSD, worthChange millions USD
3176,Fashion & Retail  ==> clothing retail,1,0
1376,Construction & Engineering  ==> construction,1,0
3833,"Logistics  ==> transport, logistics",1,0
2430,Healthcare  ==> hearing aids,1,0
7378,Real Estate  ==> office real estate,1,0
5809,Finance and Investments  ==> insurance,1,0
2955,Manufacturing  ==> home appliances,1,0
8271,Telecom  ==> investments,1,0
9414,Automotive  ==> auto loans,1,0
1797,Metals & Mining  ==> mining,1,0
1701,Manufacturing  ==> manufacturing,1,0
9003,Food and Beverage  ==> poultry,1,0
2248,Metals & Mining  ==> mining,1,0
9413,Healthcare  ==> drug testing,1,0
8981,Technology  ==> uber,1,0
4100,Manufacturing  ==> consumer electronics,1,0
1058,Finance and Investments  ==> banking,1,0
8893,Healthcare  ==> medical devices,1,0
1462,Food and Beverage  ==> bakeries,1,0
1740,Fashion & Retail  ==> convenience stores,1,0
9002,Diversified  ==> diversified,1,0
9595,Metals & Mining  ==> minerals,1,0
4016,Real Estate  ==> storage facilities,1,0
5987,"Energy  ==> gas, petrochemicals",1,0
7890,Finance and Investments  ==> finance,1,0
5923,Manufacturing  ==> home & office products,1,0
6757,Real Estate  ==> real estate,1,0
6458,Real Estate  ==> real estate,1,0
6573,Energy  ==> oil & gas,1,0
9222,Fashion & Retail  ==> electronics retailer,1,0
9372,Real Estate  ==> real estate,1,0
1567,Manufacturing  ==> building materials,1,0
5020,Finance and Investments  ==> Financial Services,1,0
6834,Logistics  ==> package delivery,1,0
8923,Media & Entertainment  ==> Cirque du Soleil,1,0
8762,Technology  ==> Internet,1,0
1918,Finance and Investments  ==> mutual funds,1,0
4459,Service  ==> education,1,0
7478,Manufacturing  ==> electronics,1,0
2200,Fashion & Retail  ==> apparel,1,0
1372,Food and Beverage  ==> soy sauce maker,1,0
1173,Manufacturing  ==> rubber gloves,1,0
1932,Energy  ==> gas,1,0
7468,"Diversified  ==> copper, poultry",1,0
8479,Service  ==> sewage treatment,1,0
4052,Real Estate  ==> real estate,1,0
9249,"Real Estate  ==> real estate, hotels",1,0
1156,Technology  ==> e-commerce,1,0
5164,Diversified  ==> energy,1,0
9408,"Energy  ==> port, gas",1,0
1799,Construction & Engineering  ==> toll roads,1,0
4286,Telecom  ==> telecom,1,0
2535,"Automotive  ==> basketball, car dealers",1,0
7088,Construction & Engineering  ==> construction materials,1,-17
8764,Real Estate  ==> real estate,1,0
2067,Food and Beverage  ==> restaurants,1,0
8080,"Real Estate  ==> construction, real estate",1,0
3662,Manufacturing  ==> electronics,1,0
2197,Automotive  ==> automotive,1,0
2003,Finance and Investments  ==> investments,1,0
1756,Energy  ==> oil & gas,1,-18
4487,"Construction & Engineering  ==> construction, pipes, chemicals",1,0
7683,Manufacturing  ==> building materials,1,0
3456,Healthcare  ==> pharmaceuticals,1,0
2649,Real Estate  ==> real estate,1,0
4495,"Energy  ==> refinery, chemicals",1,0
2152,"Energy  ==> refinery, chemicals",1,0
2285,"Diversified  ==> tires, chemicals",1,0
3291,Metals & Mining  ==> titanium,1,0
5867,Technology  ==> software services,1,0
5215,Fashion & Retail  ==> retail,1,0
4439,Finance and Investments  ==> investments,1,0
3862,Healthcare  ==> pharmaceuticals,1,0
8083,Healthcare  ==> pharmaceuticals,1,0
1459,"Real Estate  ==> airports, real estate",1,0
8571,Food and Beverage  ==> In-N-Out Burger,1,0
6058,Healthcare  ==> medical devices,1,0
1379,Fashion & Retail  ==> consumer goods,1,0
2125,Technology  ==> social network,1,0
3048,Construction & Engineering  ==> construction,1,0
5619,Food and Beverage  ==> restaurants,1,0
6286,Technology  ==> measuring instruments,1,0
2972,"Finance and Investments  ==> banking, insurance",1,0
8735,Real Estate  ==> Real estate,1,0
6488,"Fashion & Retail  ==> food, retail",1,0
9648,Media & Entertainment  ==> movies,1,0
9014,Real Estate  ==> real estate,1,0
6525,Diversified  ==> airline,1,0
5470,Service  ==> airline,1,0
5562,"Manufacturing  ==> natural gas, fertilizers",1,0
8123,Finance and Investments  ==> money management,1,0
5169,Energy  ==> energy services,1,0
8363,Healthcare  ==> pharmaceuticals,1,0
3313,Healthcare  ==> pharmaceuticals,1,0
9393,Service  ==> driving schools,1,0
5624,Automotive  ==> auto parts,1,0
5144,Manufacturing  ==> Agribusiness,1,0
5904,Healthcare  ==> pharmacy,1,0
2203,Service  ==> private schools,1,0
7169,Real Estate  ==> real estate,1,0
2167,Logistics  ==> Shipping,1,0
4920,Manufacturing  ==> paper & related products,1,0
5774,Manufacturing  ==> precision machinery,1,0
2990,Real Estate  ==> real estate,1,0
2930,Fashion & Retail  ==> retail,1,0
8546,Real Estate  ==> real estate,1,0
3518,Manufacturing  ==> auto parts,1,0
3245,Real Estate  ==> real estate,1,0
8418,Finance and Investments  ==> hedge funds,1,0
3558,Logistics  ==> chemicals,1,0
3047,Construction & Engineering  ==> construction,1,0
6790,Diversified  ==> diversified,1,0
6629,Healthcare  ==> pharmaceuticals,1,0
4317,Healthcare  ==> hospitals,1,0
7203,Food and Beverage  ==> Barilla pasta,1,0
4615,Food and Beverage  ==> Barilla pasta,1,0
2685,Food and Beverage  ==> Barilla pasta,1,0
9693,Food and Beverage  ==> Barilla pasta,1,0
4315,"Energy  ==> banking, gas",1,0
6925,Finance and Investments  ==> insurance,1,0
5770,Fashion & Retail  ==> retail,1,0
7822,Gambling & Casinos  ==> pachinko machines,1,0
1536,Technology  ==> electronic components,1,0
4655,Technology  ==> electronic components,1,0
9849,Finance and Investments  ==> banking,1,0
4331,"Real Estate  ==> construction, real estate",1,0
7979,Technology  ==> electronics components,1,0
2294,Manufacturing  ==> polyester,1,0
5136,Diversified  ==> industrial machinery,1,0
5124,Diversified  ==> diversified,1,0
7721,Diversified  ==> diversified,1,0
7843,Diversified  ==> diversified,1,0
7664,Media & Entertainment  ==> media,1,0
3069,"Diversified  ==> finance, real estate",1,0
3243,Gambling & Casinos  ==> gambling,1,0
8864,Metals & Mining  ==> coal,1,0
4335,Technology  ==> IT consulting,1,0
4580,Finance and Investments  ==> hedge funds,1,0
6170,Real Estate  ==> real estate,1,0
3841,"Logistics  ==> ports, railway transport",1,0
5357,Fashion & Retail  ==> Reebok,1,0
4658,Finance and Investments  ==> investments,1,0
5465,"Diversified  ==> real estate, diversified",1,0
5887,Fashion & Retail  ==> mattresses,1,0
6557,Technology  ==> file hosting service,1,0
1057,Energy  ==> storage batteries,1,0
6332,Real Estate  ==> real estate,1,0
7577,Telecom  ==> communications,1,0
6737,Automotive  ==> tires,1,0
8630,Manufacturing  ==> electric linear systems,1,0
9110,Finance and Investments  ==> auto loans,1,0
8711,Finance and Investments  ==> IKEA,1,0
3593,Finance and Investments  ==> IKEA,1,0
2118,Finance and Investments  ==> IKEA,1,0
2313,Finance and Investments  ==> banking,1,0
9757,Finance and Investments  ==> investments,1,0
8736,Diversified  ==> banking,1,0
4522,"Real Estate  ==> real estate, hotels",1,0
8495,"Technology  ==> electronics, household products",1,0
3656,Real Estate  ==> real estate,1,0
4515,Manufacturing  ==> toys,1,0
9720,Manufacturing  ==> scientific equipment,1,0
9675,Technology  ==> online games,1,0
5368,Technology  ==> investments,1,0
3141,"Finance and Investments  ==> banking, credit cards",1,0
5863,Finance and Investments  ==> banking,1,0
5468,"Finance and Investments  ==> banking, credit cards",1,0
6293,Technology  ==> live streaming service,1,0
7883,Healthcare  ==> pharmaceuticals,1,0
6978,Manufacturing  ==> construction materials,1,0
6060,Manufacturing  ==> manufacturing,1,0
3105,Manufacturing  ==> conglomerate,1,0
3459,Real Estate  ==> real estate,1,0
7832,Food and Beverage  ==> wine,1,0
7982,Manufacturing  ==> powdered metal,1,0
8920,Service  ==> industrial parks,1,0
8814,Diversified  ==> conglomerate,1,0
6811,Technology  ==> e-commerce,1,0
2113,Energy  ==> energy investments,1,0
9037,Healthcare  ==> pharmaceuticals,1,-1
7444,Healthcare  ==> laboratory services,1,0
6772,Healthcare  ==> pharmaceuticals,1,0
2084,"Logistics  ==> ports, railway transport",1,0
4223,"Logistics  ==> ports, railway transport",1,0
8947,Technology  ==> price comparison website,1,0
7571,Service  ==> Ryanair,1,0
6797,Finance and Investments  ==> investments,1,10
9245,Diversified  ==> diversified,1,0
7960,Finance and Investments  ==> investments,1,0
5753,Fashion & Retail  ==> retail,1,0
1406,Media & Entertainment  ==> casinos,1,0
4470,Fashion & Retail  ==> wedding dresses,1,0
3052,Media & Entertainment  ==> tourism,1,0
1729,Technology  ==> e-commerce,1,0
9190,Finance and Investments  ==> investments,1,0
6339,Fashion & Retail  ==> consumer goods,1,0
9638,"Diversified  ==> construction, real estate",1,0
3175,Real Estate  ==> entertainment,1,0
4557,Finance and Investments  ==> venture capital investing,1,0
7144,Technology  ==> tech investments,1,0
3388,Technology  ==> tech investments,1,0
9319,Technology  ==> tech investments,1,0
7296,Finance and Investments  ==> venture capital,1,0
1015,"Diversified  ==> refinery, chemicals",1,0
4216,Fashion & Retail  ==> retail,1,0
7082,Service  ==> staffing,1,0
7951,Healthcare  ==> healthcare,1,0
3422,Finance and Investments  ==> finance and investments,1,0
6312,Finance and Investments  ==> finance,1,0
4083,Finance and Investments  ==> investments,1,0
1611,"Energy  ==> refinery, chemicals",1,0
4341,Finance and Investments  ==> banking,1,0
8114,Media & Entertainment  ==> gaming,1,0
9187,Media & Entertainment  ==> media,1,0
7746,Diversified  ==> diversified,1,0
6161,"Diversified  ==> timber, media",1,0
9082,"Diversified  ==> insurance, NFL team",1,0
3951,Diversified  ==> insurance,1,0
2350,Technology  ==> software,1,0
4125,Energy  ==> oil and gas,1,0
8168,Telecom  ==> telecom,1,0
1419,Manufacturing  ==> fertilizers,1,0
4630,Automotive  ==> auto parts,1,0
6421,Service  ==> budget airline,1,0
3566,Service  ==> sewage treatment,1,0
9071,Fashion & Retail  ==> health products,1,0
6600,Automotive  ==> automobiles,1,0
7723,Technology  ==> drones,1,0
2437,Technology  ==> online marketplace,1,0
1708,Diversified  ==> diversified,1,0
9432,"Diversified  ==> real estate, shipbuilding",1,0
7099,"Diversified  ==> real estate, finance",1,0
7184,Fashion & Retail  ==> jewelry,1,0
9237,Finance and Investments  ==> financial services,1,0
7774,Healthcare  ==> generic drugs,1,0
7446,Fashion & Retail  ==> Spanx,1,0
4535,Telecom  ==> telecom,1,0
9226,Manufacturing  ==> air compressors,1,0
7870,Technology  ==> semiconductors,1,0
5952,"Real Estate  ==> real estate, electronics",1,0
2318,Real Estate  ==> real estate,1,0
8564,Manufacturing  ==> tire manufacturing,1,0
5344,Fashion & Retail  ==> Patagonia,1,0
8950,Metals & Mining  ==> metallurgy,1,0
2719,"Finance and Investments  ==> Real Estate, Private Equity",1,0
3766,Technology  ==> Stripe,1,0
4114,Technology  ==> Stripe,1,0
3488,Food and Beverage  ==> beef processing,1,0
2299,"Automotive  ==> motorhomes, RVs",1,0
7244,Media & Entertainment  ==> internet media,1,0
1317,Construction & Engineering  ==> construction materials,1,0
7674,"Food and Beverage  ==> candy, real estate",1,0
5058,Automotive  ==> automotive technology,1,0
8063,Manufacturing  ==> power supply manufacturer,1,0
7933,Fashion & Retail  ==> real estate,1,0
5444,Real Estate  ==> real estate,1,0
5056,Manufacturing  ==> packaging,1,0
6683,Technology  ==> printed circuit boards,1,0
8693,Gambling & Casinos  ==> pachinko machines,1,0
9284,Manufacturing  ==> auto components,1,0
3634,Healthcare  ==> pharmaceuticals,1,0
5959,Technology  ==> printed circuit boards,1,0
6678,Finance and Investments  ==> investment management,1,0
5989,Technology  ==> software,1,0
6171,Manufacturing  ==> antennas,1,0
4640,Technology  ==> mobile gaming,1,0
8847,Finance and Investments  ==> Investment,1,0
4603,"Diversified  ==> banking, investments",1,0
9582,Technology  ==> electronics/household products,1,0
3232,Metals & Mining  ==> metallurgy,1,0
2013,Finance and Investments  ==> cement,1,0
5786,Sports  ==> sports teams,1,0
3045,Metals & Mining  ==> diamonds,1,0
5573,Manufacturing  ==> appliances,1,0
2366,Finance and Investments  ==> Investment Management,1,0
8442,"Real Estate  ==> logistics, real estate",1,0
3632,"Diversified  ==> textiles, energy",1,0
3550,Technology  ==> lithium batteries,1,0
1130,Real Estate  ==> real estate,1,0
5022,Diversified  ==> diversified,1,0
8826,Finance and Investments  ==> Bloomberg LP,1,0
7170,Real Estate  ==> real estate,1,0
9983,Manufacturing  ==> paper,1,0
7102,Manufacturing  ==> paper,1,0
1480,Fashion & Retail  ==> retail,1,0
4311,Finance and Investments  ==> investments,1,0
9279,Automotive  ==> auto parts,1,0
6178,Manufacturing  ==> heating equipment,1,0
6878,Metals & Mining  ==> steel,1,0
7743,Automotive  ==> auto import and dealerships,1,0
5979,Fashion & Retail  ==> jewelry,1,0
7896,Fashion & Retail  ==> dollar stores,1,0
1825,Manufacturing  ==> biotech,1,-5
8817,Real Estate  ==> real estate,1,0
1307,Food and Beverage  ==> energy drinks,1,0
6843,Technology  ==> Pinterest,1,0
8259,Service  ==> security services,1,0
3436,Real Estate  ==> real estate,1,0
4999,"Metals & Mining  ==> mining, diamonds, real estate",1,0
4291,Media & Entertainment  ==> advertising,1,0
5579,Technology  ==> electronics components,1,0
8246,Real Estate  ==> real estate,1,0
9463,Real Estate  ==> home building,1,0
5003,"Diversified  ==> telecom, lotteries, insurance",1,0
8970,Finance and Investments  ==> investments,1,0
6094,Manufacturing  ==> chemicals,1,0
7908,Technology  ==> fiber optic cables,1,0
9508,"Finance and Investments  ==> insurance, investments",1,0
9742,Finance and Investments  ==> Citigroup,1,0
8496,Food and Beverage  ==> agribusiness,1,0
9721,Manufacturing  ==> manufacturing,1,0
5502,Technology  ==> apparel,1,0
1174,Diversified  ==> air conditioning,1,0
1711,"Fashion & Retail  ==> fashion, entertainment",1,0
3538,Manufacturing  ==> electrical equipment,1,0
7797,Manufacturing  ==> electrical equipment,1,0
3123,Manufacturing  ==> printed circuit boards,1,0
7030,Diversified  ==> diversified,1,0
