Rank,country,Population, % of World Population,Date,Source_x,age,gender,image,name,position,Source_y,worth BUSD, worthChange millions USD
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],71,Male,https://specials-images.forbesimg.com/imageserve/5a7e11c8a7ea431690131fc6/416x416.jpg?background=000000&cropX1=213&cropX2=2548&cropY1=1484&cropY2=3820,friedhelm loh,637,Manufacturing  ==> manufacturing,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],62,Male,https://specials-images.forbesimg.com/imageserve/5a7e0ea631358e4955ad0e48/416x416.jpg?background=000000&cropX1=1543&cropX2=4803&cropY1=14&cropY2=3272,clemens toennies,678,Food and Beverage  ==> meat processing,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],41,Female,https://specials-images.forbesimg.com/imageserve/5a7e617731358e4955ad143f/416x416.jpg?background=000000&cropX1=197&cropX2=2860&cropY1=428&cropY2=3092,yvonne bauer,729,Media & Entertainment  ==> media,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],70,Male,https://specials-images.forbesimg.com/imageserve/58a1e24031358e1a35ab441e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=288&cropY2=1032,otto happel,740,Construction & Engineering  ==> engineering,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],56,None,https://specials-images.forbesimg.com/imageserve/5a7e157331358e4955ad1033/416x416.jpg?background=000000&cropX1=916&cropX2=2590&cropY1=632&cropY2=2305,hans georg naeder,751,Manufacturing  ==> prosthetics,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],85,Male,https://specials-images.forbesimg.com/imageserve/5a7e1092a7ea431690131f98/416x416.jpg?background=000000&cropX1=66&cropX2=1197&cropY1=93&cropY2=1224,erwin franz mueller,844,Fashion & Retail  ==> drugstores,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],71,Male,https://specials-images.forbesimg.com/imageserve/e110a73c4f298ef871daa703a5b685c9/416x416.jpg?background=000000&cropX1=50&cropX2=744&cropY1=48&cropY2=743,lutz mario helmig,936,Healthcare  ==> hospitals,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],70,Male,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806,christian oetker,1052,Fashion & Retail  ==> consumer goods,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],67,None,https://specials-images.forbesimg.com/imageserve/5a7e3bd231358e4955ad12cf/416x416.jpg?background=000000&cropX1=1253&cropX2=4424&cropY1=21&cropY2=3192,richard oetker,1054,Fashion & Retail  ==> consumer goods,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],None,None,https://specials-images.forbesimg.com/imageserve/5a7dea4331358e4955ad09ae/416x416.jpg?background=000000&cropX1=965&cropX2=4960&cropY1=0&cropY2=3992,guenther lehmann,1183,Fashion & Retail  ==> drugstores,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],41,Male,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703,bernhard braun-luedicke,1221,Healthcare  ==> medical technology,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],35,Female,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703,friederike braun-luedicke,1223,Healthcare  ==> medical technology,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],60,Male,https://specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropX1=0&cropX2=2546&cropY1=745&cropY2=3290,christoph henkel,1238,Fashion & Retail  ==> consumer goods,2,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],82,Male,https://specials-images.forbesimg.com/imageserve/f5c29e3cca4603520881dc6d5c9e2c6b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=19&cropY2=762,albert berner,1287,Manufacturing  ==> fasteners,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],61,None,https://specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropX1=763&cropX2=2623&cropY1=133&cropY2=1992,bernd freier,1295,Fashion & Retail  ==> fashion retail,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],67,None,https://specials-images.forbesimg.com/imageserve/5a7e1a34a7ea43169013229e/416x416.jpg?background=000000&cropX1=172&cropX2=1445&cropY1=236&cropY2=1508,johannes kaercher,1301,"Manufacturing  ==> vacuums, cleaning products",1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],61,None,https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826,susanne zimmermann von siefart ,1338,"Manufacturing  ==> vacuums, home cleaning products",1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],38,None,https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,johanna braun,1347,Healthcare  ==> medical technology,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],29,Male,https://specials-images.forbesimg.com/imageserve/5a7e19374bbe6f2652f5263a/416x416.jpg?background=000000&cropX1=87&cropX2=892&cropY1=85&cropY2=891,ludwig theodor braun,1403,Healthcare  ==> medical technology,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],55,None,https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875,stefan von holtzbrinck,1642,Media & Entertainment  ==> publishing,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],None,None,https://specials-images.forbesimg.com/imageserve/5a7e1c0131358e4955ad10a9/416x416.jpg?background=000000&cropX1=2030&cropX2=5379&cropY1=270&cropY2=3616,karin schick,1827,Technology  ==> information technology,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],63,Female,https://specials-images.forbesimg.com/imageserve/589fd2da4bbe6f0e5586906a/416x416.jpg?background=000000&cropX1=18&cropX2=710&cropY1=3&cropY2=696,gudrun heine,1908,Healthcare  ==> medical devices,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],60,Male,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333,frank otto,2080,Fashion & Retail  ==> retail,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],50,Male,https://specials-images.forbesimg.com/imageserve/58b73d2f4bbe6f0e5587d21e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,erman ilicak,559,Construction & Engineering  ==> construction,4,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],89,None,https://specials-images.forbesimg.com/imageserve/58a3b0aba7ea431f321986f0/416x416.jpg?background=000000&cropX1=2&cropX2=616&cropY1=3&cropY2=617,semahat sevim arsel,925,Diversified  ==> diversified,2,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],87,Male,https://specials-images.forbesimg.com/imageserve/56cc5097e4b062f6b59a505c/416x416.jpg?background=000000&cropX1=2&cropX2=738&cropY1=95&cropY2=831,mustafa rahmi koc,986,Diversified  ==> diversified,2,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],68,None,https://specials-images.forbesimg.com/imageserve/5a814c414bbe6f2652f54769/416x416.jpg?background=000000&cropX1=869&cropX2=3035&cropY1=474&cropY2=2638,nihat ozdemir,1455,Diversified  ==> diversified,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],50,None,https://specials-images.forbesimg.com/imageserve/5a8e03d931358e4955ae00a8/416x416.jpg?background=000000&cropX1=8&cropX2=3648&cropY1=16&cropY2=3659,melih abdulhayoglu,1477,Technology  ==> internet security,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],64,None,https://specials-images.forbesimg.com/imageserve/58b73e0da7ea431f321a6e54/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825,faruk eczacibasi,1580,"Diversified  ==> pharmaceuticals, diversified",1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],72,Male,https://specials-images.forbesimg.com/imageserve/6a5d969225b243a7b1ff472d30df6cff/416x416.jpg?background=000000&cropX1=69&cropX2=660&cropY1=169&cropY2=760,mehmet hattat,1687,Diversified  ==> diversified,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],55,None,https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropX1=196&cropX2=486&cropY1=340&cropY2=630,fuat tosyali,1735,Metals & Mining  ==> steel,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],52,Male,https://specials-images.forbesimg.com/imageserve/56ce3338e4b062f6b59a807a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841,fatih tosyali,1843,Metals & Mining  ==> steel,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],74,Male,https://specials-images.forbesimg.com/imageserve/58b74d7131358e1a35ac50b5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,mustafa latif topbas,1975,"Fashion & Retail  ==> food, retail",1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],64,Male,https://specials-images.forbesimg.com/imageserve/5a70d26431358e4955ac09ff/416x416.jpg?background=000000&cropX1=0&cropX2=481&cropY1=44&cropY2=525,ali ibrahim agaoglu,2001,Construction & Engineering  ==> construction,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],61,Male,https://specials-images.forbesimg.com/imageserve/58a3af7d31358e1a35ab6510/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=301&cropY2=1045,mehmet aydinlar,2004,Healthcare  ==> hospitals,1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],71,Male,https://specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613,mehmet rustu basaran,2009,"Energy  ==> banking, gas",1,0
19,Turkey,"82,003,882",1.06%,31 Dec 2018,National annual estimate[19],45,Female,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772,fatma tuba yazici,2120,Diversified  ==> diversified,1,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],79,None,https://specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,michel leclercq,561,Fashion & Retail  ==> sporting goods,4,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],80,Male,https://specials-images.forbesimg.com/imageserve/5a7de45ba7ea431690131a9d/416x416.jpg?background=000000&cropX1=12&cropX2=2742&cropY1=23&cropY2=2755,alain merieux,750,Healthcare  ==> pharmaceuticals,3,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],82,Male,https://specials-images.forbesimg.com/imageserve/5a7df4bb4bbe6f2652f520f1/416x416.jpg?background=000000&cropX1=0&cropX2=3518&cropY1=607&cropY2=4128,philippe foriel-destezet,830,Service  ==> employment agency,2,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],70,Male,https://specials-images.forbesimg.com/imageserve/5a7df31f4bbe6f2652f520cc/416x416.jpg?background=000000&cropX1=20&cropX2=3048&cropY1=7&cropY2=3034,mohed altrad,887,"Construction & Engineering  ==> scaffolding, cement mixers",2,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],77,Male,https://specials-images.forbesimg.com/imageserve/5a7dea4331358e4955ad09ae/416x416.jpg?background=000000&cropX1=965&cropX2=4960&cropY1=0&cropY2=3992,christian latouche,1182,Finance and Investments  ==> accounting services,2,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],86,Male,https://specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253,clement fayat,1361,Construction & Engineering  ==> construction,1,0
20,France,"67,081,000",0.864%,1 Nov 2019,Monthly National estimate[20],63,Male,https://specials-images.forbesimg.com/imageserve/5a8306e0a7ea431690136550/416x416.jpg?background=000000&cropX1=0&cropX2=1598&cropY1=2&cropY2=1600,norbert dentressangle,1893,"Logistics  ==> transport, logistics",1,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],74,Male,https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829,charoen sirivadhanabhakdi,65,"Food and Beverage  ==> drinks, real estate",17,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],83,Male,https://specials-images.forbesimg.com/imageserve/956147a56d019eb6687c1186da18dab1/416x416.jpg?background=000000&cropX1=3&cropX2=597&cropY1=6&cropY2=601,sumet jiaravanon,519,Diversified  ==> diversified,4,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],63,Male,https://specials-images.forbesimg.com/imageserve/57434b7d4bbe6f636185778a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,harald link,1248,Diversified  ==> diversified,2,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],67,Male,https://specials-images.forbesimg.com/imageserve/5ad8e3f731358e4112b82fb1/416x416.jpg?background=000000&cropX1=0&cropX2=2817&cropY1=495&cropY2=3314,keeree kanjanapas,1593,Real Estate  ==> transportation,1,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],44,Male,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333,niti osathanugrah,2079,Finance and Investments  ==> investments,1,0
21,Thailand,"66,455,667",0.856%,8 Jan 2020,National population clock[21],64,Male,https://specials-images.forbesimg.com/imageserve/57435867a7ea4353698e1d42/416x416.jpg?background=000000&cropX1=27&cropX2=723&cropY1=24&cropY2=720,sathien setthasit,2185,Food and Beverage  ==> energy drinks,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],50,Male,https://specials-images.forbesimg.com/imageserve/5ac95aec31358e4112b72073/416x416.jpg?background=000000&cropX1=347&cropX2=962&cropY1=32&cropY2=647,michael platt,241,Finance and Investments  ==> hedge funds,6,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],None,Male,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,ian & richard livingstone,269,Real Estate  ==> real estate,6,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],62,Male,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,andrew currie,338,Manufacturing  ==> chemicals,5,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],67,Male,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820,richard branson,388,Diversified  ==> Virgin,5,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],50,Female,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026,denise coates,390,Gambling & Casinos  ==> online gambling,5,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],48,Male,https://specials-images.forbesimg.com/imageserve/5ab130dba7ea434a0c294b2e/416x416.jpg?background=000000&cropX1=696&cropX2=2026&cropY1=691&cropY2=2021,john coates,974,Gambling & Casinos  ==> online gambling,2,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],None,Male,https://specials-images.forbesimg.com/imageserve/5a70f2234bbe6f2652f40dcb/416x416.jpg?background=000000&cropX1=38&cropX2=390&cropY1=0&cropY2=352,eddie & sol zakay,1155,Real Estate  ==> Real Estate,2,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],50,None,https://specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710,alex beard,1342,"Metals & Mining  ==> mining, commodities",1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],72,Male,https://specials-images.forbesimg.com/imageserve/5a815e9d4bbe6f2652f547e7/416x416.jpg?background=000000&cropX1=309&cropX2=2749&cropY1=250&cropY2=2692,michael ashcroft,1396,Finance and Investments  ==> security,1,3
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],63,Male,https://specials-images.forbesimg.com/imageserve/5a81596431358e4955ad33a0/416x416.jpg?background=000000&cropX1=0&cropX2=1668&cropY1=6&cropY2=1673,farhad moshiri,1450,Diversified  ==> diversified,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],76,Male,https://specials-images.forbesimg.com/imageserve/5a70f2e831358e4955ac11b0/416x416.jpg?background=000000&cropX1=80&cropX2=489&cropY1=0&cropY2=409,john whittaker,1473,Real Estate  ==> real estate,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],66,None,https://specials-images.forbesimg.com/imageserve/5a81618831358e4955ad3474/416x416.jpg?background=000000&cropX1=2&cropX2=963&cropY1=4&cropY2=964,richard desmond,1575,Media & Entertainment  ==> publishing,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],54,None,https://specials-images.forbesimg.com/imageserve/1c400b27776030240a1380c018559a12/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,alan howard,1785,Finance and Investments  ==> hedge funds,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],69,None,https://specials-images.forbesimg.com/imageserve/56cc6d3be4b062f6b59a515b/416x416.jpg?background=000000&cropX1=8&cropX2=626&cropY1=229&cropY2=848,raghuvinder kataria,1792,Finance and Investments  ==> diversified,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],52,Male,https://specials-images.forbesimg.com/imageserve/5aa938444bbe6f0fa8284328/416x416.jpg?background=000000&cropX1=79&cropX2=774&cropY1=38&cropY2=733,philip day,1891,Fashion & Retail  ==> clothing retail,1,0
22,United Kingdom,"66,435,600",0.856%,30 Jun 2018,National annual estimate[22],59,Male,https://specials-images.forbesimg.com/imageserve/56cc6a95e4b062f6b59a5129/416x416.jpg?background=000000&cropX1=40&cropX2=712&cropY1=93&cropY2=765,mark dixon,1895,Real Estate  ==> office real estate,1,0
