Rank,country,Population, % of World Population,Date,Source_x,age,gender,image,name,position,Source_y,worth BUSD, worthChange millions USD
4,Indonesia,"266,911,900",3.44%,1 Jul 2019,National annual projection,64,None,https://specials-images.forbesimg.com/imageserve/c0595e2f11ba258f473ee7a8b10aef0d/416x416.jpg?background=000000&cropX1=3&cropX2=520&cropY1=37&cropY2=554,eddy kusnadi sariaatmadja,1624,"Media & Entertainment  ==> media, tech",1,0
4,Indonesia,"266,911,900",3.44%,1 Jul 2019,National annual projection,86,Male,https://specials-images.forbesimg.com/imageserve/5a7f6c48a7ea431690132cbe/416x416.jpg?background=000000&cropX1=274&cropX2=2432&cropY1=141&cropY2=2297,ciputra,1672,Real Estate  ==> real estate,1,0
4,Indonesia,"266,911,900",3.44%,1 Jul 2019,National annual projection,52,Male,https://specials-images.forbesimg.com/imageserve/5a7f6d564bbe6f2652f53231/416x416.jpg?background=000000&cropX1=206&cropX2=2800&cropY1=74&cropY2=2668,hary tanoesoedibjo,2104,Media & Entertainment  ==> media,1,0
4,Indonesia,"266,911,900",3.44%,1 Jul 2019,National annual projection,68,Male,https://specials-images.forbesimg.com/imageserve/a96a99f9ad71a1c36b18128c2ee29d72/416x416.jpg?background=000000&cropX1=92&cropX2=720&cropY1=135&cropY2=763,sukanto tanoto,2105,Diversified  ==> diversified,1,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,79,Male,https:http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropX1=161&cropX2=647&cropY1=16&cropY2=502,joseph safra,36,Finance and Investments  ==> banking,23,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,37,Male,https://specials-images.forbesimg.com/imageserve/5a7b7de3a7ea43169012ee98/416x416.jpg?background=000000&cropX1=15&cropX2=2537&cropY1=10&cropY2=2534,eduardo saverin,149,Technology  ==> Facebook,10,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,58,Male,https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670,pedro moreira salles,385,"Diversified  ==> banking, minerals",5,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,62,Male,https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304,walther moreira salles junior,397,"Finance and Investments  ==> banking, minerals",5,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,73,Male,https://specials-images.forbesimg.com/imageserve/ed24ab436c3c663da00f7fb579f7b55b/416x416.jpg?background=000000&cropX1=113&cropX2=607&cropY1=44&cropY2=539,jorge moll filho,946,Healthcare  ==> hospitals,2,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,71,None,https://specials-images.forbesimg.com/imageserve/5a7b8b324bbe6f2652f4f0a4/416x416.jpg?background=000000&cropX1=334&cropX2=2327&cropY1=9&cropY2=2000,jose luis cutrale,1028,Food and Beverage  ==> orange juice,2,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,44,None,https://specials-images.forbesimg.com/imageserve/58a0f2e44bbe6f0e55869e21/416x416.jpg?background=000000&cropX1=196&cropX2=510&cropY1=358&cropY2=672,ana lucia de mattos barretto villela,1114,Finance and Investments  ==> banking,2,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,65,Male,https://specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791,joao alves de queiroz filho,1217,Diversified  ==> pharmaceuticals,2,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/5a7b7e7fa7ea43169012eeaa/416x416.jpg?background=000000&cropX1=0&cropX2=2740&cropY1=22&cropY2=2760,jayme garfinkel,1234,Finance and Investments  ==> insurance,2,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,55,None,https://specials-images.forbesimg.com/imageserve/5a7b8d804bbe6f2652f4f0e9/416x416.jpg?background=000000&cropX1=4&cropX2=2000&cropY1=103&cropY2=2100,liu ming chung,1439,Manufacturing  ==> paper manufacturing,1,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,68,None,https://specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804,miguel krigsner,1598,Fashion & Retail  ==> cosmetics,1,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,75,Male,https://specials-images.forbesimg.com/imageserve/5a7b7bc2a7ea43169012ee41/416x416.jpg?background=000000&cropX1=914&cropX2=3583&cropY1=0&cropY2=2667,antonio luiz seabra,1627,Fashion & Retail  ==> cosmetics,1,0
6,Brazil,"210,955,602",2.72%,8 Jan 2020,National population clock,68,Male,https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377,rubens ometto silveira mello,1715,"Energy  ==> sugar, ethanol",1,0
7,Nigeria,"200,963,599",2.59%,1 Jul 2019,UN Projection,61,Male,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667,aliko dangote,100,"Manufacturing  ==> cement, sugar, flour",14,0
7,Nigeria,"200,963,599",2.59%,1 Jul 2019,UN Projection,65,Male,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424,mike adenuga,365,"Diversified  ==> telecom, oil",5,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],62,None,https://specials-images.forbesimg.com/imageserve/5a80c93d31358e4955ad2cb5/416x416.jpg?background=000000&cropX1=9&cropX2=1871&cropY1=148&cropY2=2012,vladimir lisin,57,"Metals & Mining  ==> steel, transport",19,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],57,None,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181,vladimir potanin,84,Metals & Mining  ==> metals,15,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],46,Male,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656,andrey melnichenko,89,"Energy  ==> coal, fertilizers",15,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],61,Male,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416,viktor vekselberg,99,"Energy  ==> metals, energy",14,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],64,Male,https://specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropX1=1520&cropX2=3943&cropY1=269&cropY2=2692,alisher usmanov,120,"Metals & Mining  ==> steel, telecom, investments",12,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],56,Male,https://specials-images.forbesimg.com/imageserve/5a80a6e631358e4955ad2b1b/416x416.jpg?background=000000&cropX1=434&cropX2=3217&cropY1=0&cropY2=2785,german khan,152,"Energy  ==> oil, banking, telecom",9,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],55,Male,https://specials-images.forbesimg.com/imageserve/56cbe0fae4b062f6b59a4aca/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=180&cropY2=923,alexei kuzmichev,205,"Energy  ==> oil, banking, telecom",7,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],51,Male,https://specials-images.forbesimg.com/imageserve/5a80a32e4bbe6f2652f53e2e/416x416.jpg?background=000000&cropX1=280&cropX2=2811&cropY1=0&cropY2=2531,dmitry rybolovlev,245,Manufacturing  ==> fertilizer,6,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],50,Male,https://specials-images.forbesimg.com/imageserve/5a80ae8d4bbe6f2652f53f6a/416x416.jpg?background=000000&cropX1=1051&cropX2=3154&cropY1=565&cropY2=2667,oleg deripaska,248,"Metals & Mining  ==> aluminum, utilities",6,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],63,None,https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018,pyotr aven,383,"Energy  ==> oil, banking, telecom",5,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],60,Male,https://specials-images.forbesimg.com/imageserve/5a80ad5c4bbe6f2652f53f26/416x416.jpg?background=000000&cropX1=709&cropX2=3372&cropY1=6&cropY2=2667,mikhail gutseriev,428,"Energy  ==> oil, real estate",4,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],50,Male,https://specials-images.forbesimg.com/imageserve/5a808ae2a7ea431690133990/416x416.jpg?background=000000&cropX1=155&cropX2=1287&cropY1=32&cropY2=1164,alexander skorobogatko,698,"Logistics  ==> real estate, airport",3,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],51,Male,https://specials-images.forbesimg.com/imageserve/da062126c7f684fe3c4cac435fbe622f/416x416.jpg?background=000000&cropX1=84&cropX2=741&cropY1=11&cropY2=668,zarakh iliev,716,Real Estate  ==> real estate,3,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],46,Male,https://specials-images.forbesimg.com/imageserve/56cbe5dbe4b062f6b59a4bff/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745,god nisanov,725,Real Estate  ==> real estate,3,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],66,Male,https://specials-images.forbesimg.com/imageserve/5a809e524bbe6f2652f53e02/416x416.jpg?background=000000&cropX1=1903&cropX2=5177&cropY1=90&cropY2=3365,arkady rotenberg,812,"Construction & Engineering  ==> construction, pipes, banking",3,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],51,Male,https://specials-images.forbesimg.com/imageserve/58a263294bbe6f0e5586ba56/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=64&cropY2=807,igor kesaev,1041,"Fashion & Retail  ==> tobacco distribution, retail",2,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],50,Male,https://specials-images.forbesimg.com/imageserve/58a268b24bbe6f0e5586ba78/416x416.jpg?background=000000&cropX1=81&cropX2=637&cropY1=193&cropY2=749,nikolai buinov,1160,"Energy  ==> oil, gas",2,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],38,None,https://specials-images.forbesimg.com/imageserve/5a8090244bbe6f2652f53d39/416x416.jpg?background=000000&cropX1=737&cropX2=3371&cropY1=34&cropY2=2667,alexey repik,1202,Healthcare  ==> pharmaceuticals,2,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],51,Male,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703,andrei bokarev,1220,"Manufacturing  ==> metals, mining",2,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],69,Male,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropX1=6&cropX2=2701&cropY1=0&cropY2=2697,vladimir yevtushenkov,1281,"Telecom  ==> telecom, investments",2,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],55,Male,https://specials-images.forbesimg.com/imageserve/5a808a4f31358e4955ad292e/416x416.jpg?background=000000&cropX1=615&cropX2=2844&cropY1=0&cropY2=2230,alexander nesis,1310,"Finance and Investments  ==> metals, banking, fertilizers",1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],72,Male,https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740,megdet rahimkulov,1316,Finance and Investments  ==> investments,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],34,None,https://specials-images.forbesimg.com/imageserve/5a80af71a7ea431690133b9d/416x416.jpg?background=000000&cropX1=926&cropX2=3212&cropY1=383&cropY2=2667,pavel durov,1413,Technology  ==> messaging app,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],45,Male,https://specials-images.forbesimg.com/imageserve/58a397fa31358e1a35ab6448/416x416.jpg?background=000000&cropX1=0&cropX2=739&cropY1=119&cropY2=859,sergei gordeev,1420,Real Estate  ==> real estate,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],53,Male,https://specials-images.forbesimg.com/imageserve/5a80ae4a4bbe6f2652f53f2e/416x416.jpg?background=000000&cropX1=312&cropX2=2475&cropY1=11&cropY2=2176,oleg boyko,1570,Diversified  ==> diversified,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],50,Male,https://specials-images.forbesimg.com/imageserve/58a39a6831358e1a35ab6459/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750,yuri shefler,1628,Food and Beverage  ==> alcohol,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],66,Male,https://specials-images.forbesimg.com/imageserve/5a80c73f4bbe6f2652f540f5/416x416.jpg?background=000000&cropX1=865&cropX2=2746&cropY1=17&cropY2=1897,vasily anisimov,1657,Metals & Mining  ==> real estate,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],68,Male,https://specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,pyotr kondrashev,1698,Manufacturing  ==> investments,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],65,Male,https://specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791,anatoly lomakin,1706,Metals & Mining  ==> investments,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],67,Male,https://specials-images.forbesimg.com/imageserve/5a80aa4f31358e4955ad2b70/416x416.jpg?background=000000&cropX1=321&cropX2=2425&cropY1=9&cropY2=2111,leonid boguslavsky,1759,Finance and Investments  ==> venture capital,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],53,Male,https://specials-images.forbesimg.com/imageserve/87610e924802aeeaed879067d5de2b4d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=127&cropY2=871,radik shaimiev,1957,"Energy  ==> refinery, chemicals",1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],55,Male,https://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780,vladimir kogan,2047,Diversified  ==> banking,1,0
9,Russia,"146,780,720",1.89%,1 Jan 2019,National estimate[10],55,Male,https://specials-images.forbesimg.com/imageserve/5a80a4ea4bbe6f2652f53e3a/416x416.jpg?background=000000&cropX1=5&cropX2=2700&cropY1=110&cropY2=2805,filaret galchev,2141,Construction & Engineering  ==> construction materials,1,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],78,Male,https://specials-images.forbesimg.com/imageserve/5a7fcad931358e4955ad21fc/416x416.jpg?background=000000&cropX1=247&cropX2=2010&cropY1=226&cropY2=1990,carlos slim helu,7,Telecom  ==> telecom,67,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],64,Male,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069,german larrea mota velasco,72,Metals & Mining  ==> mining,17,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],None,Female,https://specials-images.forbesimg.com/imageserve/5a7df44d31358e4955ad0a89/416x416.jpg?background=000000&cropX1=5&cropX2=1944&cropY1=112&cropY2=2053,eva gonda de rivera,224,Food and Beverage  ==> beverages,7,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],55,Female,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608,maria asuncion aramburuzabala,297,"Food and Beverage  ==> beer, investments",5,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],78,Male,https://specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163,juan francisco beckmann vidal,315,Food and Beverage  ==> tequila,5,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],92,None,https://specials-images.forbesimg.com/imageserve/59d7e37131358e542c036d89/416x416.jpg?background=000000&cropX1=1620&cropX2=3823&cropY1=831&cropY2=3034,jeronimo arango,499,Fashion & Retail  ==> retail,4,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],50,Male,https://specials-images.forbesimg.com/imageserve/5a7fcc5131358e4955ad2206/416x416.jpg?background=000000&cropX1=2107&cropX2=3429&cropY1=218&cropY2=1540,emilio azcarraga jean,1398,Media & Entertainment  ==> TV broadcasting,1,0
10,Mexico,"127,191,826",1.64%,1 Jan 2020,National annual projection[11],44,None,https://specials-images.forbesimg.com/imageserve/5a7bb276a7ea43169012f2ad/416x416.jpg?background=000000&cropX1=591&cropX2=2185&cropY1=30&cropY2=1624,david penaloza alanis,1817,Construction & Engineering  ==> toll roads,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],60,Male,https://specials-images.forbesimg.com/imageserve/5ac24da531358e4112b689b7/416x416.jpg?background=000000&cropX1=864&cropX2=4200&cropY1=0&cropY2=3334,masayoshi son,40,"Telecom  ==> internet, telecom",22,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],73,Male,https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860,takemitsu takizaki,68,Manufacturing  ==> sensors,17,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],87,Male,https://specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844,keiichiro takahara,402,Manufacturing  ==> diapers,5,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],62,Male,https://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374,masahiro miki,600,Fashion & Retail  ==> shoes,3,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],42,Male,https://specials-images.forbesimg.com/imageserve/5ac25298a7ea432fbc1dc8f2/416x416.jpg?background=000000&cropX1=219&cropX2=1498&cropY1=6&cropY2=1286,yusaku maezawa,841,Technology  ==> online retail,2,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],64,None,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628,satoshi suzuki,1273,Fashion & Retail  ==> cosmetics,2,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],79,Male,https://specials-images.forbesimg.com/imageserve/551ad5f8e4b0ffa93fd2677a/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=11&cropY2=751,masahiro noda,1372,Technology  ==> software,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],42,Male,https://specials-images.forbesimg.com/imageserve/d283d21478234e10076e54205b54c650/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749,kenji kasahara,1511,Technology  ==> social network,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],70,Male,https://specials-images.forbesimg.com/imageserve/5ac253e14bbe6f2310f13bf3/416x416.jpg?background=000000&cropX1=8&cropX2=1303&cropY1=13&cropY2=1307,yasuhiro fukushima,1582,Media & Entertainment  ==> video games,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],77,Male,https://specials-images.forbesimg.com/imageserve/551ad3a9e4b0ffa93fd2676a/416x416.jpg?background=000000&cropX1=29&cropX2=738&cropY1=31&cropY2=740,kagemasa kozuki,1700,Technology  ==> video games,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],41,Male,https://specials-images.forbesimg.com/imageserve/589fcaba4bbe6f0e5586903d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=129&cropY2=873,yoshikazu tanaka,1969,Technology  ==> social network,1,0
11,Japan,"126,150,000",1.63%,1 Dec 2019,Monthly provisional estimate[12],71,Male,https://specials-images.forbesimg.com/imageserve/2991e29c85e606372b26ff25898bbb8f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=90&cropY2=834,hiroshi ishibashi,2039,Automotive  ==> tires,1,0
12,Philippines,"108,790,600",1.40%,8 Jan 2020,National population clock[13],93,Male,https://specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647,henry sy,53,Diversified  ==> diversified,20,0
12,Philippines,"108,790,600",1.40%,8 Jan 2020,National population clock[13],91,None,https://specials-images.forbesimg.com/imageserve/d70e19d44da6ed97af796d410314cc69/416x416.jpg?background=000000&cropX1=206&cropX2=646&cropY1=44&cropY2=484,"john gokongwei, jr.",306,Diversified  ==> food and beverage,5,0
12,Philippines,"108,790,600",1.40%,8 Jan 2020,National population clock[13],83,Male,https://specials-images.forbesimg.com/imageserve/599b5c6e4bbe6f5997f042f6/416x416.jpg?background=000000&cropX1=77&cropX2=384&cropY1=29&cropY2=336,lucio tan,455,Diversified  ==> diversified,4,0
12,Philippines,"108,790,600",1.40%,8 Jan 2020,National population clock[13],65,None,https://specials-images.forbesimg.com/imageserve/599b5d1b4bbe6f5997f04310/416x416.jpg?background=000000&cropX1=783&cropX2=3434&cropY1=17&cropY2=2667,tony tan caktiong,568,Food and Beverage  ==> food,4,0
12,Philippines,"108,790,600",1.40%,8 Jan 2020,National population clock[13],83,None,https://specials-images.forbesimg.com/imageserve/599b5f4431358e60d77698a8/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,eduardo cojuangco,1767,"Food and Beverage  ==> food, drinks",1,0
13,Egypt,"99,878,692",1.29%,8 Jan 2020,National population clock[14],64,Male,https://specials-images.forbesimg.com/imageserve/5a7dddd44bbe6f2652f51ec1/416x416.jpg?background=000000&cropX1=5&cropX2=2447&cropY1=21&cropY2=2464,naguib sawiris,564,Telecom  ==> telecom,4,0
13,Egypt,"99,878,692",1.29%,8 Jan 2020,National population clock[14],56,Male,https://specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833,yasseen mansour,1308,Diversified  ==> diversified,1,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],53,None,https://specials-images.forbesimg.com/imageserve/5a7e12b631358e4955ad0fb2/416x416.jpg?background=000000&cropX1=835&cropX2=3880&cropY1=0&cropY2=3042,georg schaeffler,31,Automotive  ==> auto parts,25,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],67,None,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropX1=904&cropX2=2836&cropY1=905&cropY2=2839,"theo albrecht, jr.",48,"Fashion & Retail  ==> Aldi, Trader Joe's",20,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],81,None,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760,klaus-michael kuehne,91,Logistics  ==> shipping,15,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],83,None,https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362,reinhold wuerth,105,Manufacturing  ==> fasteners,13,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],None,None,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656,udo & harald tschira,130,Technology  ==> software,11,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],75,Male,https://specials-images.forbesimg.com/imageserve/5a7e2e6fa7ea431690132380/416x416.jpg?background=000000&cropX1=362&cropX2=3144&cropY1=8&cropY2=2792,michael otto,138,"Fashion & Retail  ==> retail, real estate",11,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],78,Male,https://specials-images.forbesimg.com/imageserve/5a7e150a31358e4955ad1011/416x416.jpg?background=000000&cropX1=1354&cropX2=4068&cropY1=6&cropY2=2721,guenther fielmann,275,Healthcare  ==> optometry,6,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],54,Male,https://specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362,ralph dommermuth,298,Technology  ==> internet service provider,5,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],77,Male,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,wolfgang marguerre,300,Healthcare  ==> pharmaceuticals,5,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],78,Male,https://specials-images.forbesimg.com/imageserve/56c9c404e4b062f6b59a2a66/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,theo mueller,491,Food and Beverage  ==> dairy,4,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],40,Male,https://specials-images.forbesimg.com/imageserve/5a68e7774bbe6f2652f37a75/416x416.jpg?background=000000&cropX1=165&cropX2=813&cropY1=30&cropY2=679,otto philipp braun,552,Healthcare  ==> medical technology,4,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],64,None,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880,daniela herz,576,Finance and Investments  ==> coffee,3,0
18,Germany,"83,073,100",1.07%,30 Jun 2019,National estimate[18],None,Female,https://specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340,katharina otto-bernstein,601,Real Estate  ==> real estate,3,0
