Source,worth BUSD, worthChange millions USD,age,gender,country,image,name,position
real estate  ==> real estate,2,0,59,male,united states,https://specials-images.forbesimg.com/imageserve/5a8dfd6331358e4955ae0026/416x416.jpg?background=000000&cropx1=0&cropx2=1268&cropy1=326&cropy2=1595,"h. ross perot, jr.",1199
metals & mining  ==> commodities,2,0,53,male,united states,https://specials-images.forbesimg.com/imageserve/5a8dfd6331358e4955ae0026/416x416.jpg?background=000000&cropx1=0&cropx2=1268&cropy1=326&cropy2=1595,tor peterson,1200
"manufacturing  ==> manufacturing, investment",2,0,55,female,none,https://specials-images.forbesimg.com/imageserve/5a7a55cf4bbe6f2652f4d5cf/416x416.jpg?background=000000&cropx1=108&cropx2=682&cropy1=79&cropy2=653,heloise pratt,1201
healthcare  ==> pharmaceuticals,2,0,38,none,russia,https://specials-images.forbesimg.com/imageserve/5a8090244bbe6f2652f53d39/416x416.jpg?background=000000&cropx1=737&cropx2=3371&cropy1=34&cropy2=2667,alexey repik,1202
finance and investments  ==> insurance,2,0,64,male,south korea,https://specials-images.forbesimg.com/imageserve/8719704396dedeb76ce82628b7b028ac/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=47&cropy2=791,shin chang-jae,1203
"technology  ==> venture capital, google",2,0,61,male,none,https://specials-images.forbesimg.com/imageserve/59de75594bbe6f37dda0582b/416x416.jpg?background=000000&cropx1=645&cropx2=1715&cropy1=135&cropy2=1205,kavitark ram shriram,1204
fashion & retail  ==> cosmetics,2,0,63,female,none,https://specials-images.forbesimg.com/imageserve/5a7e504b4bbe6f2652f529a5/416x416.jpg?background=000000&cropx1=0&cropx2=2111&cropy1=642&cropy2=2754,sylvia stroeher,1205
real estate  ==> real estate,2,0,72,none,none,https://specials-images.forbesimg.com/imageserve/10c5ecbe5c4b5ce4febd3e3afc9a5196/416x416.jpg?background=000000&cropx1=0&cropx2=372&cropy1=46&cropy2=418,katsumi tada,1206
real estate  ==> real estate,2,0,84,male,hong kong,https://specials-images.forbesimg.com/imageserve/10c5ecbe5c4b5ce4febd3e3afc9a5196/416x416.jpg?background=000000&cropx1=0&cropx2=372&cropy1=46&cropy2=418,tang shing-bor,1207
"finance and investments  ==> real estate, investments",2,0,52,none,none,https://specials-images.forbesimg.com/imageserve/5a81bee54bbe6f2652f55107/416x416.jpg?background=000000&cropx1=431&cropx2=2653&cropy1=122&cropy2=2343,georg von opel,1208
real estate  ==> real estate,2,0,79,male,none,https://specials-images.forbesimg.com/imageserve/59de763e31358e542c039ec4/416x416.jpg?background=000000&cropx1=1103&cropx2=2074&cropy1=526&cropy2=1496,david walentas,1209
manufacturing  ==> furniture,2,0,77,none,none,https://specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/416x416.jpg?background=000000&cropx1=138&cropx2=1232&cropy1=52&cropy2=1145,ronald wanek,1210
"media & entertainment  ==> tv, movie production",2,0,53,male,china,https://specials-images.forbesimg.com/imageserve/5a7cf2ad4bbe6f2652f510b3/416x416.jpg?background=000000&cropx1=3&cropx2=1134&cropy1=6&cropy2=1138,wang changtian,1211
technology  ==> business software,2,0,53,male,china,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=44&cropy2=787,wang wenjing,1212
diversified  ==> conglomerate,2,0,56,none,china,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=44&cropy2=787,ye cheng,1213
manufacturing  ==> solar panel materials,2,0,60,male,none,https://specials-images.forbesimg.com/imageserve/6f98bef92dfa940abaa376847526947c/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=66&cropy2=810,zhu gongshan,1214
diversified  ==> diversified,2,0,78,none,none,https://specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=176&cropy2=920,antti aarnio-wihuri,1215
food and beverage  ==> slim-fast,2,0,93,male,united states,https://specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=47&cropy2=791,s. daniel abraham,1216
diversified  ==> pharmaceuticals,2,0,65,male,brazil,https://specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=47&cropy2=791,joao alves de queiroz filho,1217
energy  ==> oil & gas,2,0,51,none,none,https://specials-images.forbesimg.com/imageserve/58b061b1a7ea431f321a1929/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=79&cropy2=823,mika anttonen,1218
diversified  ==> investments,2,0,51,none,iceland,https://specials-images.forbesimg.com/imageserve/5a7e7c394bbe6f2652f52b10/416x416.jpg?background=000000&cropx1=1086&cropx2=3000&cropy1=23&cropy2=1936,thor bjorgolfsson,1219
"manufacturing  ==> metals, mining",2,0,51,male,russia,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropx1=1235&cropx2=3932&cropy1=8&cropy2=2703,andrei bokarev,1220
healthcare  ==> medical technology,2,0,41,male,germany,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropx1=1235&cropx2=3932&cropy1=8&cropy2=2703,bernhard braun-luedicke,1221
healthcare  ==> medical technology,2,0,32,female,none,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropx1=1235&cropx2=3932&cropy1=8&cropy2=2703,eva maria braun-luedicke,1222
healthcare  ==> medical technology,2,0,35,female,germany,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropx1=1235&cropx2=3932&cropy1=8&cropy2=2703,friederike braun-luedicke,1223
"finance and investments  ==> supermarkets, investments",2,0,65,none,none,https://specials-images.forbesimg.com/imageserve/55fab50ee4b0ffa7afe4aef8/416x416.jpg?background=000000&cropx1=127&cropx2=744&cropy1=60&cropy2=677,ron burkle,1224
food and beverage  ==> consumer goods,2,0,81,none,none,https://specials-images.forbesimg.com/imageserve/5a7f564631358e4955ad1c11/416x416.jpg?background=000000&cropx1=339&cropx2=1931&cropy1=300&cropy2=1893,vivek chand burman,1225
real estate  ==> real estate,2,0,82,none,none,https://specials-images.forbesimg.com/imageserve/250aa73982fb534adec6178d9b3218ff/416x416.jpg?background=000000&cropx1=126&cropx2=550&cropy1=409&cropy2=833,chen yung-tai,1226
"technology  ==> netscape, investments",2,0,74,male,none,https://specials-images.forbesimg.com/imageserve/59de798131358e542c039ef4/416x416.jpg?background=000000&cropx1=524&cropx2=1382&cropy1=252&cropy2=1111,james clark,1227
energy  ==> coal,2,0,59,none,none,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropx1=621&cropx2=1842&cropy1=330&cropy2=1551,christopher cline,1228
food and beverage  ==> cargill,2,0,55,female,none,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropx1=621&cropx2=1842&cropy1=330&cropy2=1551,alexandra daitch,1229
healthcare  ==> pharmaceuticals,2,0,47,male,china,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropx1=621&cropx2=1842&cropy1=330&cropy2=1551,dong wei,1230
automotive  ==> auto parts,2,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/4918482bf6002ee65717261954ba7148/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=44&cropy2=788,fritz draexlmaier,1231
finance and investments  ==> hedge funds,2,0,61,none,none,https://specials-images.forbesimg.com/imageserve/5a8dfd08a7ea431690141099/416x416.jpg?background=000000&cropx1=1452&cropx2=2856&cropy1=438&cropy2=1841,glenn dubin,1232
healthcare  ==> pharmaceuticals,2,0,74,none,none,https://specials-images.forbesimg.com/imageserve/e3fd6b2d18ee5fda5cb316a7cea561d6/416x416.jpg?background=000000&cropx1=155&cropx2=551&cropy1=61&cropy2=457,robert duggan,1233
finance and investments  ==> insurance,2,0,72,male,brazil,https://specials-images.forbesimg.com/imageserve/5a7b7e7fa7ea43169012eeaa/416x416.jpg?background=000000&cropx1=0&cropx2=2740&cropy1=22&cropy2=2760,jayme garfinkel,1234
food and beverage  ==> frozen foods,2,0,69,none,singapore,https://specials-images.forbesimg.com/imageserve/5a80f48da7ea431690133ed6/416x416.jpg?background=000000&cropx1=2072&cropx2=4724&cropy1=446&cropy2=3099,sam goi,1235
finance and investments  ==> insurance,2,0,82,male,united states,https://specials-images.forbesimg.com/imageserve/5a80f48da7ea431690133ed6/416x416.jpg?background=000000&cropx1=2072&cropx2=4724&cropy1=446&cropy2=3099,thomas hagen,1236
diversified  ==> banking,2,0,70,male,none,https://specials-images.forbesimg.com/imageserve/5a7fcbf031358e4955ad2203/416x416.jpg?background=000000&cropx1=176&cropx2=1009&cropy1=100&cropy2=933,carlos hank rhon,1237
fashion & retail  ==> consumer goods,2,0,60,male,germany,https://specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropx1=0&cropx2=2546&cropy1=745&cropy2=3290,christoph henkel,1238
healthcare  ==> pharmaceuticals,2,0,56,male,none,https://specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropx1=0&cropx2=2546&cropy1=745&cropy2=3290,hu kaijun,1239
automotive  ==> auto distribution,2,0,56,male,hong kong,https://specials-images.forbesimg.com/imageserve/601330d5e69781741753b1f2f5975025/416x416.jpg?background=000000&cropx1=52&cropx2=333&cropy1=13&cropy2=294,huang yi,1240
healthcare  ==> pharmaceuticals,2,0,62,male,none,https://specials-images.forbesimg.com/imageserve/59cc15df4bbe6f37dd9f9282/416x416.jpg?background=000000&cropx1=479&cropx2=2410&cropy1=4&cropy2=1936,ramesh juneja,1241
finance and investments  ==> private equity,2,0,62,none,united states,https:http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=139&cropy2=883,bruce karsh,1242
finance and investments  ==> hedge funds,2,0,72,male,united states,https:http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=139&cropy2=883,henry laufer,1243
"service  ==> computer services, tourism",2,0,47,female,south korea,https://specials-images.forbesimg.com/imageserve/5b15aa2ba7ea436b547f5eb6/416x416.jpg?background=000000&cropx1=184&cropx2=1758&cropy1=7&cropy2=1582,lee boo-jin,1244
"diversified  ==> food products, entertainment",2,0,58,male,south korea,https://specials-images.forbesimg.com/imageserve/5b15aaed4bbe6f74868b9095/416x416.jpg?background=000000&cropx1=14&cropx2=1304&cropy1=94&cropy2=1384,lee jay-hyun,1245
construction & engineering  ==> engineering,2,0,65,male,austria,https://specials-images.forbesimg.com/imageserve/5a7b76eda7ea43169012ee06/416x416.jpg?background=000000&cropx1=593&cropx2=3244&cropy1=11&cropy2=2660,wolfgang leitner,1246
healthcare  ==> biotech,2,0,51,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/5a87528931358e4955ada79d/416x416.jpg?background=000000&cropx1=364&cropx2=2000&cropy1=583&cropy2=2220,li ge,1247
diversified  ==> diversified,2,0,63,male,thailand,https://specials-images.forbesimg.com/imageserve/57434b7d4bbe6f636185778a/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=110&cropy2=854,harald link,1248
energy  ==> natural gas distribution,2,0,55,male,china,https://specials-images.forbesimg.com/imageserve/5a7cda0fa7ea431690130b75/416x416.jpg?background=000000&cropx1=1126&cropx2=3692&cropy1=63&cropy2=2627,liu ming hui,1249
sports  ==> philadelphia eagles,2,0,66,male,none,https://specials-images.forbesimg.com/imageserve/5a8dfde131358e4955ae0037/416x416.jpg?background=000000&cropx1=665&cropx2=2589&cropy1=84&cropy2=2007,jeffrey lurie,1250
healthcare  ==> pharmaceuticals,2,0,48,male,none,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=3&cropy2=747,ma xingtian,1251
food and beverage  ==> cargill,2,0,64,female,none,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=3&cropy2=747,sarah macmillan,1252
finance and investments  ==> private equity,2,0,72,male,none,https://specials-images.forbesimg.com/imageserve/59de733931358e542c039e6f/416x416.jpg?background=000000&cropx1=817&cropx2=2143&cropy1=263&cropy2=1588,howard marks,1253
real estate  ==> real estate,2,0,63,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/589d2e55a7ea431f32192a5e/416x416.jpg?background=000000&cropx1=29&cropx2=723&cropy1=103&cropy2=798,miao shouliang,1254
automotive  ==> tractors,2,0,87,male,none,https://specials-images.forbesimg.com/imageserve/59cc1536a7ea434a34f46d14/416x416.jpg?background=000000&cropx1=15&cropx2=2304&cropy1=5&cropy2=2296,lachhman das mittal,1255
fashion & retail  ==> shoes,2,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5a7f982131358e4955ad1e63/416x416.jpg?background=000000&cropx1=12&cropx2=2905&cropy1=0&cropy2=2895,mario moretti polegato,1256
"food and beverage  ==> agriculture, land",2,0,51,male,none,https://specials-images.forbesimg.com/imageserve/5a80c31da7ea431690133cac/416x416.jpg?background=000000&cropx1=668&cropx2=2596&cropy1=7&cropy2=1935,vadim moshkovich,1257
real estate  ==> real estate,2,0,73,male,none,https:http://specials-images.forbesimg.com/imageserve/7c6c5d8021800a5b72c6170da704db3c/416x416.jpg?background=000000&cropx1=56&cropx2=567&cropy1=31&cropy2=542,mofatraj munot,1258
finance and investments  ==> private equity,2,0,62,none,none,https://specials-images.forbesimg.com/imageserve/57e196d24bbe6f6781c5301d/416x416.jpg?background=000000&cropx1=21&cropx2=667&cropy1=250&cropy2=896,jonathan nelson,1259
construction & engineering  ==> construction,2,0,71,male,none,https://specials-images.forbesimg.com/imageserve/5a810d9b4bbe6f2652f544ac/416x416.jpg?background=000000&cropx1=60&cropx2=2760&cropy1=282&cropy2=2984,florentino perez,1260
finance and investments  ==> motorcycle loans,2,0,65,nan,none,https://specials-images.forbesimg.com/imageserve/592d7a004bbe6f1b730adefd/416x416.jpg?background=000000&cropx1=64&cropx2=354&cropy1=50&cropy2=340,chuchat & daonapa petaumpai,1261
finance and investments  ==> investments,2,0,92,none,none,https://specials-images.forbesimg.com/imageserve/301309845d8d9ff310b38d473fd6da2b/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=92&cropy2=836,peter peterson,1262
automotive  ==> tires,2,0,60,male,none,https://specials-images.forbesimg.com/imageserve/59cc1d9b31358e542c02fcb0/416x416.jpg?background=000000&cropx1=43&cropx2=2087&cropy1=141&cropy2=2185,arvind poddar,1263
diversified  ==> diversified,2,0,77,male,none,https://specials-images.forbesimg.com/imageserve/58adc4234bbe6f0e55874af8/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=68&cropy2=812,murdaya poo,1264
telecom  ==> telecom equipment,2,0,74,male,none,https:http://specials-images.forbesimg.com/imageserve/56c6960fe4b062f6b59a146c/416x416.jpg?background=000000&cropx1=279&cropx2=635&cropy1=314&cropy2=670,ren zhengfei,1265
finance and investments  ==> finance,2,0,56,none,none,https://specials-images.forbesimg.com/imageserve/5a8ed46831358e4955ae0767/416x416.jpg?background=000000&cropx1=1020&cropx2=1941&cropy1=240&cropy2=1161,antony ressler,1266
"manufacturing  ==> steel, autoparts",2,0,54,none,spain,https://specials-images.forbesimg.com/imageserve/5a810f404bbe6f2652f544b8/416x416.jpg?background=000000&cropx1=48&cropx2=1351&cropy1=340&cropy2=1642,francisco jose riberas mera,1267
food and beverage  ==> energy drinks,2,-31,68,male,none,https://specials-images.forbesimg.com/imageserve/5a8ee8a44bbe6f2652f63740/416x416.jpg?background=000000&cropx1=505&cropx2=2548&cropy1=0&cropy2=2044,rodney sacks,1268
food and beverage  ==> energy drinks,2,-18,65,none,none,https://specials-images.forbesimg.com/imageserve/56cc6b78e4b062f6b59a5137/416x416.jpg?background=000000&cropx1=134&cropx2=654&cropy1=44&cropy2=564,hilton schlosberg,1269
finance and investments  ==> investments,2,0,42,male,united states,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropx1=58&cropx2=681&cropy1=0&cropy2=624,brian sheth,1270
food and beverage  ==> cargill,2,0,58,none,united states,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropx1=58&cropx2=681&cropy1=0&cropy2=624,lucy stitzer,1271
"real estate  ==> utilities, real estate",2,0,69,none,none,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropx1=58&cropx2=681&cropy1=0&cropy2=624,su suyu,1272
fashion & retail  ==> cosmetics,2,0,64,none,japan,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropx1=0&cropx2=622&cropy1=6&cropy2=628,satoshi suzuki,1273
food and beverage  ==> cargill,2,0,62,none,none,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropx1=0&cropx2=622&cropy1=6&cropy2=628,katherine tanner,1274
"energy  ==> oil & gas, investments",2,0,48,male,none,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropx1=60&cropx2=711&cropy1=103&cropy2=754,arvind tiku,1275
manufacturing  ==> hydraulic machinery,2,0,52,male,china,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropx1=60&cropx2=711&cropy1=103&cropy2=754,wang liping,1276
manufacturing  ==> tires,2,0,69,male,none,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropx1=60&cropx2=711&cropy1=103&cropy2=754,wang xicheng,1277
real estate  ==> real estate,2,0,55,none,none,https://specials-images.forbesimg.com/imageserve/6831d2c5e08db906f140f99ef0391369/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=40&cropy2=784,wei shaojun,1278
healthcare  ==> medical equipment,2,0,47,female,united states,https://specials-images.forbesimg.com/imageserve/55fb1546e4b0ffa7afe4b467/416x416.jpg?background=000000&cropx1=93&cropx2=632&cropy1=53&cropy2=593,amy wyss,1279
gambling & casinos  ==> video games,2,0,61,none,none,https://specials-images.forbesimg.com/imageserve/dd7552476d261280b2c8fcc28c43eb78/416x416.jpg?background=000000&cropx1=137&cropx2=577&cropy1=48&cropy2=488,jon yarbrough,1280
"telecom  ==> telecom, investments",2,0,69,male,russia,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropx1=6&cropx2=2701&cropy1=0&cropy2=2697,vladimir yevtushenkov,1281
media & entertainment  ==> bloomberg lp,2,0,70,male,united states,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropx1=6&cropx2=2701&cropy1=0&cropy2=2697,charles zegar,1282
healthcare  ==> pharmaceuticals,2,0,56,none,china,https://specials-images.forbesimg.com/imageserve/589f386aa7ea431f3219482d/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=18&cropy2=758,zhu baoguo,1283
diversified  ==> diversified,1,5,94,male,none,https://specials-images.forbesimg.com/imageserve/5b907c1f479b257341b58dc6bcfca523/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=3&cropy2=744,saif al ghurair,1284
"diversified  ==> engineering, energy, construction",1,0,66,male,none,https://specials-images.forbesimg.com/imageserve/34ecc96674c89b47c3c26a4fd3c61898/416x416.jpg?background=000000&cropx1=171&cropx2=569&cropy1=77&cropy2=475,syed mokhtar albukhary,1285
manufacturing  ==> chemicals,1,0,43,female,switzerland,https://specials-images.forbesimg.com/imageserve/56cc2e6fe4b062f6b59a4fc4/416x416.jpg?background=000000&cropx1=176&cropx2=736&cropy1=122&cropy2=683,miriam baumann-blocher,1286
manufacturing  ==> fasteners,1,0,82,male,germany,https://specials-images.forbesimg.com/imageserve/f5c29e3cca4603520881dc6d5c9e2c6b/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=19&cropy2=762,albert berner,1287
fashion & retail  ==> retail,1,0,68,male,none,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=6&cropy2=746,thomas bruch,1288
logistics  ==> shipping,1,0,99,male,none,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=6&cropy2=746,chang yun chung,1289
diversified  ==> diversified,1,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=6&cropy2=746,kiat chiaravanont,1290
healthcare  ==> pharmaceuticals,1,0,-2019,nan,none,https://specials-images.forbesimg.com/imageserve/5a812736a7ea4316901340c1/416x416.jpg?background=000000&cropx1=1951&cropx2=4163&cropy1=658&cropy2=2868,jean-paul and martine clozel,1291
finance and investments  ==> banking,1,0,54,male,none,https://specials-images.forbesimg.com/imageserve/5a8123ab4bbe6f2652f54614/416x416.jpg?background=000000&cropx1=484&cropx2=2473&cropy1=4&cropy2=1991,benjamin de rothschild,1292
finance and investments  ==> hedge funds,1,0,59,none,none,https://specials-images.forbesimg.com/imageserve/5a8eddbd4bbe6f2652f635d5/416x416.jpg?background=000000&cropx1=570&cropx2=2499&cropy1=167&cropy2=2096,james dinan,1293
manufacturing  ==> aviation,1,0,80,male,none,https://specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropx1=139&cropx2=2043&cropy1=154&cropy2=2059,charles edelstenne,1294
fashion & retail  ==> fashion retail,1,0,61,none,germany,https://specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropx1=763&cropx2=2623&cropy1=133&cropy2=1992,bernd freier,1295
finance and investments  ==> investments,1,0,74,male,none,https://specials-images.forbesimg.com/imageserve/59dd8a2831358e542c0394b0/416x416.jpg?background=000000&cropx1=914&cropx2=3337&cropy1=246&cropy2=2667,bill gross,1296
finance and investments  ==> investments,1,0,59,male,none,https://specials-images.forbesimg.com/imageserve/5a8ede4c31358e4955ae08c9/416x416.jpg?background=000000&cropx1=595&cropx2=2930&cropy1=0&cropy2=2333,jeffrey gundlach,1297
"real estate  ==> real estate, education",1,0,65,male,none,https://specials-images.forbesimg.com/imageserve/32ae3665d79edb059b0d655c2f4ac964/416x416.jpg?background=000000&cropx1=118&cropx2=664&cropy1=127&cropy2=673,suat gunsel,1298
automotive  ==> automotive,1,0,73,male,none,https://specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropx1=27&cropx2=4254&cropy1=528&cropy2=4757,shmuel harlap,1299
finance and investments  ==> banking,1,0,76,male,none,https://specials-images.forbesimg.com/imageserve/589fd4d24bbe6f0e55869079/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=18&cropy2=758,roberto hernandez ramirez,1300
"manufacturing  ==> vacuums, cleaning products",1,0,67,none,germany,https://specials-images.forbesimg.com/imageserve/5a7e1a34a7ea43169013229e/416x416.jpg?background=000000&cropx1=172&cropx2=1445&cropy1=236&cropy2=1508,johannes kaercher,1301
fashion & retail  ==> fashion retail,1,0,67,male,none,https://specials-images.forbesimg.com/imageserve/56c9ef04e4b062f6b59a2dc3/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=124&cropy2=868,friedrich knapp,1302
fashion & retail  ==> retail,1,0,74,female,none,https://specials-images.forbesimg.com/imageserve/87442ff77ee5bf1f18d8677002f9a2d4/416x416.jpg?background=000000&cropx1=24&cropx2=741&cropy1=10&cropy2=727,lee myung-hee,1303
"diversified  ==> computer services, tourism",1,0,44,none,none,https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropx1=305&cropx2=1698&cropy1=225&cropy2=1619,lee seo-hyun,1304
metals & mining  ==> cobalt mining,1,0,56,none,none,https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropx1=305&cropx2=1698&cropy1=225&cropy2=1619,liang jiankun,1305
manufacturing  ==> petrochemicals,1,0,65,male,none,https://specials-images.forbesimg.com/imageserve/f4cb868a137553c6a43b596e943a94c4/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=5&cropy2=746,liao long-shing,1306
manufacturing  ==> petrochemicals,1,0,89,none,none,https://specials-images.forbesimg.com/imageserve/88d16c4c04348bd19f4607c4607e09f4/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=23&cropy2=766,lin shu-hong,1307
diversified  ==> diversified,1,0,56,male,egypt,https://specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=89&cropy2=833,yasseen mansour,1308
fashion & retail  ==> art collection,1,0,71,male,none,https://specials-images.forbesimg.com/imageserve/5a7fd08031358e4955ad2231/416x416.jpg?background=000000&cropx1=207&cropx2=1097&cropy1=68&cropy2=958,david nahmad,1309
"finance and investments  ==> metals, banking, fertilizers",1,0,55,male,russia,https://specials-images.forbesimg.com/imageserve/5a808a4f31358e4955ad292e/416x416.jpg?background=000000&cropx1=615&cropx2=2844&cropy1=0&cropy2=2230,alexander nesis,1310
technology  ==> software services,1,0,63,male,none,https://specials-images.forbesimg.com/imageserve/5a7f3c7c4bbe6f2652f52fab/416x416.jpg?background=000000&cropx1=741&cropx2=3175&cropy1=16&cropy2=2451,nandan nilekani,1311
service  ==> education,1,0,45,male,none,https://specials-images.forbesimg.com/imageserve/57d88f80a7ea430a8a19de0f/416x416.jpg?background=000000&cropx1=23&cropx2=724&cropy1=106&cropy2=807,ranjan pai,1312
finance and investments  ==> mutual funds,1,0,59,male,none,https://specials-images.forbesimg.com/imageserve/5b15aa8ca7ea436b547f5ec9/416x416.jpg?background=000000&cropx1=144&cropx2=1750&cropy1=6&cropy2=1611,park hyeon-joo,1313
"service  ==> hotels, investments",1,0,67,female,united states,https:http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=119&cropy2=863,jennifer pritzker,1314
manufacturing  ==> hand tools,1,0,56,male,none,https://specials-images.forbesimg.com/imageserve/5a7ce9e3a7ea431690130cc5/416x416.jpg?background=000000&cropx1=730&cropx2=3332&cropy1=231&cropy2=2832,qiu jianping,1315
finance and investments  ==> investments,1,0,72,male,russia,https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropx1=84&cropx2=568&cropy1=256&cropy2=740,megdet rahimkulov,1316
diversified  ==> processed milk,1,0,79,none,none,https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropx1=84&cropx2=568&cropy1=256&cropy2=740,vito rodriguez rodriguez,1317
fashion & retail  ==> sports apparel,1,307,81,male,none,https://specials-images.forbesimg.com/imageserve/56cc6ddbe4b062f6b59a516a/416x416.jpg?background=000000&cropx1=108&cropx2=739&cropy1=6&cropy2=638,stephen rubin,1318
