Source,worth BUSD, worthChange millions USD,age,gender,country,image,name,position
technology  ==> software,4,0,70,none,united states,https:http://specials-images.forbesimg.com/imageserve/1b5f05362e07e6167bd725cc03bc8494/416x416.jpg?background=000000&cropx1=0&cropx2=1050&cropy1=158&cropy2=1209,john sall,477
real estate  ==> real estate,4,0,80,male,none,https://specials-images.forbesimg.com/imageserve/100d13fa2eecf478f9d1dce37f2f34c5/416x416.jpg?background=000000&cropx1=18&cropx2=675&cropy1=64&cropy2=721,leonard stern,478
healthcare  ==> pharmaceuticals,4,0,74,male,hong kong,https://specials-images.forbesimg.com/imageserve/f4143f928bec51caf481ad44beb7d878/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=140&cropy2=881,ye chenghai,479
construction & engineering  ==> construction equipment,4,0,72,male,none,https://specials-images.forbesimg.com/imageserve/5a81544c4bbe6f2652f547b4/416x416.jpg?background=000000&cropx1=424&cropx2=1902&cropy1=438&cropy2=1917,anthony bamford,480
real estate  ==> real estate,4,0,58,none,none,https://specials-images.forbesimg.com/imageserve/33f3416ee4f4e17cb8ea4cf680b1179c/416x416.jpg?background=000000&cropx1=0&cropx2=688&cropy1=3&cropy2=691,chu mang yee,481
finance and investments  ==> banking,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/56cc6f81e4b062f6b59a5171/416x416.jpg?background=000000&cropx1=3&cropx2=718&cropy1=0&cropy2=715,juan carlos escotet,482
service  ==> hotels,4,0,79,none,none,https://specials-images.forbesimg.com/imageserve/58a65d5ea7ea431f3219ae3f/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=177&cropy2=921,miguel fluxa rossello,483
metals & mining  ==> mining,4,0,56,male,none,https://specials-images.forbesimg.com/imageserve/5a7a3c9331358e4955acc63d/416x416.jpg?background=000000&cropx1=1929&cropx2=4914&cropy1=0&cropy2=2984,andrew forrest,484
gambling & casinos  ==> gambling,4,0,83,male,none,https://specials-images.forbesimg.com/imageserve/5a7e366831358e4955ad128e/416x416.jpg?background=000000&cropx1=312&cropx2=2373&cropy1=326&cropy2=2388,paul gauselmann,485
service  ==> self storage,4,0,56,female,none,https://specials-images.forbesimg.com/imageserve/5a7e366831358e4955ad128e/416x416.jpg?background=000000&cropx1=312&cropx2=2373&cropy1=326&cropy2=2388,tamara gustavson,486
fashion & retail  ==> retail,4,0,66,male,none,https://specials-images.forbesimg.com/imageserve/59cc0a1e31358e542c02fa0b/416x416.jpg?background=000000&cropx1=246&cropx2=747&cropy1=1&cropy2=502,micky jagtiani,487
fashion & retail  ==> grocery stores,4,0,51,male,none,https://specials-images.forbesimg.com/imageserve/58a38de731358e1a35ab63f5/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=47&cropy2=791,johan johannson,488
telecom  ==> telecom,4,0,51,male,hong kong,https://specials-images.forbesimg.com/imageserve/5a57a469a7ea431690109d2b/416x416.jpg?background=000000&cropx1=1549&cropx2=3240&cropy1=977&cropy2=2667,richard li,489
fashion & retail  ==> sporting goods retail,4,0,70,male,none,https://specials-images.forbesimg.com/imageserve/59d7f5c5a7ea436b47b38bd1/416x416.jpg?background=000000&cropx1=549&cropx2=1262&cropy1=117&cropy2=830,john morris,490
food and beverage  ==> dairy,4,0,78,male,germany,https://specials-images.forbesimg.com/imageserve/56c9c404e4b062f6b59a2a66/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=2&cropy2=743,theo mueller,491
fashion & retail  ==> home furnishings,4,0,74,none,none,https://specials-images.forbesimg.com/imageserve/5ac250e1a7ea432fbc1dc878/416x416.jpg?background=000000&cropx1=1114&cropx2=3777&cropy1=0&cropy2=2662,akio nitori,492
fashion & retail  ==> consumer goods,4,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5ac250e1a7ea432fbc1dc878/416x416.jpg?background=000000&cropx1=1114&cropx2=3777&cropy1=0&cropy2=2662,wolfgang reimann,493
fashion & retail  ==> consumer goods,4,0,53,male,none,https://specials-images.forbesimg.com/imageserve/5ac250e1a7ea432fbc1dc878/416x416.jpg?background=000000&cropx1=1114&cropx2=3777&cropy1=0&cropy2=2662,matthias reimann-andersen,494
fashion & retail  ==> consumer goods,4,0,54,male,none,https://specials-images.forbesimg.com/imageserve/5ac250e1a7ea432fbc1dc878/416x416.jpg?background=000000&cropx1=1114&cropx2=3777&cropy1=0&cropy2=2662,stefan reimann-andersen,495
fashion & retail  ==> consumer goods,4,0,66,female,none,https://specials-images.forbesimg.com/imageserve/5ac250e1a7ea432fbc1dc878/416x416.jpg?background=000000&cropx1=1114&cropx2=3777&cropy1=0&cropy2=2662,renate reimann-haas,496
finance and investments  ==> private equity,4,0,55,male,none,https://specials-images.forbesimg.com/imageserve/59dbe7574bbe6f37dda037a5/416x416.jpg?background=000000&cropx1=1126&cropx2=2783&cropy1=120&cropy2=1776,robert smith,497
food and beverage  ==> energy drinks,4,0,48,none,united states,https://specials-images.forbesimg.com/imageserve/59d7e37131358e542c036d89/416x416.jpg?background=000000&cropx1=1620&cropx2=3823&cropy1=831&cropy2=3034,russ weiner,498
fashion & retail  ==> retail,4,0,92,none,mexico,https://specials-images.forbesimg.com/imageserve/59d7e37131358e542c036d89/416x416.jpg?background=000000&cropx1=1620&cropx2=3823&cropy1=831&cropy2=3034,jeronimo arango,499
automotive  ==> motorcycles,4,0,80,male,none,https://specials-images.forbesimg.com/imageserve/5a7f4513a7ea431690132ad1/416x416.jpg?background=000000&cropx1=882&cropx2=2669&cropy1=284&cropy2=2072,rahul bajaj,500
manufacturing  ==> auto parts,4,0,70,none,none,https://specials-images.forbesimg.com/imageserve/250c3eea55c826ca89f092951d0882b3/416x416.jpg?background=000000&cropx1=55&cropx2=680&cropy1=256&cropy2=881,rainer blickle,501
telecom  ==> telecom,4,0,68,male,none,https://specials-images.forbesimg.com/imageserve/59ea2558a7ea436b47b42175/416x416.jpg?background=000000&cropx1=124&cropx2=1295&cropy1=75&cropy2=1245,rocco commisso,502
fashion & retail  ==> coffee makers,4,0,79,male,italy,https://specials-images.forbesimg.com/imageserve/59ea2558a7ea436b47b42175/416x416.jpg?background=000000&cropx1=124&cropx2=1295&cropy1=75&cropy2=1245,giuseppe de'longhi,503
"food and beverage  ==> houston rockets, entertainment",4,0,60,male,none,https://specials-images.forbesimg.com/imageserve/59dbd838a7ea436b47b39d0f/416x416.jpg?background=000000&cropx1=2976&cropx2=4431&cropy1=848&cropy2=2303,tilman fertitta,504
"fashion & retail  ==> retail, real estate",4,0,86,male,none,https://specials-images.forbesimg.com/imageserve/5a8118d14bbe6f2652f54533/416x416.jpg?background=000000&cropx1=839&cropx2=2666&cropy1=966&cropy2=2795,nathan kirsh,505
energy  ==> natural gas,4,0,67,male,none,https://specials-images.forbesimg.com/imageserve/5a8dd70b31358e4955adfb2a/416x416.jpg?background=000000&cropx1=876&cropx2=4433&cropy1=94&cropy2=3648,terrence pegula,506
technology  ==> wireless networking gear,4,0,40,none,usa,https://specials-images.forbesimg.com/imageserve/59dbea1c31358e542c038325/416x416.jpg?background=000000&cropx1=729&cropx2=2443&cropy1=353&cropy2=2068,robert pera,507
service  ==> pest control,4,0,73,male,none,https://specials-images.forbesimg.com/imageserve/57e11eb8a7ea430a8a1a0944/416x416.jpg?background=000000&cropx1=188&cropx2=652&cropy1=114&cropy2=578,gary rollins,508
service  ==> pest control,4,0,86,none,none,https://specials-images.forbesimg.com/imageserve/c71620af40d526c7e992f006ce03dc6f/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=126&cropy2=870,randall rollins,509
food and beverage  ==> beer,4,0,41,male,none,https://specials-images.forbesimg.com/imageserve/59d7b38a31358e542c036a6c/416x416.jpg?background=000000&cropx1=234&cropx2=1182&cropy1=220&cropy2=1168,alejandro santo domingo,510
food and beverage  ==> beer,4,0,40,male,united states,https://specials-images.forbesimg.com/imageserve/59d7b57c31358e542c036ac3/416x416.jpg?background=000000&cropx1=1245&cropx2=2367&cropy1=124&cropy2=1246,andres santo domingo,511
diversified  ==> diversified,4,0,49,male,none,https://specials-images.forbesimg.com/imageserve/5a8139ee4bbe6f2652f546ef/416x416.jpg?background=000000&cropx1=1139&cropx2=2029&cropy1=12&cropy2=901,pham nhat vuong,512
fashion & retail  ==> retail,4,0,69,male,united states,https:http://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=23&cropy2=767,roger wang,513
"sports  ==> staffing, baltimore ravens",4,0,58,male,usa,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropx1=1221&cropx2=3620&cropy1=156&cropy2=2555,stephen bisciotti,514
food and beverage  ==> cargill,4,0,67,male,none,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropx1=1221&cropx2=3620&cropy1=156&cropy2=2555,"austen cargill, ii.",515
food and beverage  ==> cargill,4,0,69,male,none,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropx1=1221&cropx2=3620&cropy1=156&cropy2=2555,"james cargill, ii.",516
"manufacturing  ==> timberland, lumber mills",4,0,89,male,none,https:http://specials-images.forbesimg.com/imageserve/b0fbe22d9c0799e3c6bb9ca811c78752/416x416.jpg?background=000000&cropx1=0&cropx2=600&cropy1=37&cropy2=637,archie aldis emmerson,517
"manufacturing  ==> elevators, escalators",4,0,61,none,none,https://specials-images.forbesimg.com/imageserve/956147a56d019eb6687c1186da18dab1/416x416.jpg?background=000000&cropx1=3&cropx2=597&cropy1=6&cropy2=601,antti herlin,518
diversified  ==> diversified,4,0,83,male,thailand,https://specials-images.forbesimg.com/imageserve/956147a56d019eb6687c1186da18dab1/416x416.jpg?background=000000&cropx1=3&cropx2=597&cropy1=6&cropy2=601,sumet jiaravanon,519
fashion & retail  ==> retail,4,0,69,none,none,https://specials-images.forbesimg.com/imageserve/5a7dd8914bbe6f2652f51def/416x416.jpg?background=000000&cropx1=2108&cropx2=4222&cropy1=0&cropy2=2115,lars larsen,520
food and beverage  ==> cargill,4,0,64,female,united states,https://specials-images.forbesimg.com/imageserve/5a7dd8914bbe6f2652f51def/416x416.jpg?background=000000&cropx1=2108&cropx2=4222&cropy1=0&cropy2=2115,marianne liebmann,521
technology  ==> snapchat,4,0,30,none,none,https://specials-images.forbesimg.com/imageserve/59dbed78a7ea436b47b39fbd/416x416.jpg?background=000000&cropx1=616&cropx2=2174&cropy1=471&cropy2=2030,bobby murphy,522
real estate  ==> real estate,4,0,75,male,none,https://specials-images.forbesimg.com/imageserve/55faa6b6e4b0ffa7afe4ae7b/416x416.jpg?background=000000&cropx1=155&cropx2=653&cropy1=18&cropy2=516,igor olenicoff,523
"energy  ==> utilities, telecom",4,0,87,male,none,https:http://specials-images.forbesimg.com/imageserve/57e072e5a7ea430a8a1a07ba/416x416.jpg?background=000000&cropx1=135&cropx2=744&cropy1=37&cropy2=646,"walter scott, jr.",524
finance and investments  ==> investments,4,0,86,none,none,https://specials-images.forbesimg.com/imageserve/84531a01ca8f3d559caa46d711a72e4a/416x416.jpg?background=000000&cropx1=0&cropx2=1308&cropy1=204&cropy2=1511,"clemmie spangler, jr.",525
energy  ==> natural gas distribution,4,0,54,male,none,https://specials-images.forbesimg.com/imageserve/05c3ca170797cbffcf1675e9b083200f/416x416.jpg?background=000000&cropx1=48&cropx2=715&cropy1=8&cropy2=675,wang yusuo,526
finance and investments  ==> investments,4,0,66,male,none,https://specials-images.forbesimg.com/imageserve/6248eb20b6c73f87e3007caee7047f26/416x416.jpg?background=000000&cropx1=71&cropx2=744&cropy1=0&cropy2=674,carl bennet,527
sports  ==> home depot,4,0,75,none,united states,https://specials-images.forbesimg.com/imageserve/af4ef0ebe7642629324ad254a854273f/416x416.jpg?background=000000&cropx1=143&cropx2=660&cropy1=19&cropy2=536,arthur blank,528
diversified  ==> diversified,4,0,88,male,none,https://specials-images.forbesimg.com/imageserve/af4ef0ebe7642629324ad254a854273f/416x416.jpg?background=000000&cropx1=143&cropx2=660&cropy1=19&cropy2=536,jaran chiaravanont,529
technology  ==> mapping software,4,0,72,nan,none,https://specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropx1=168&cropx2=740&cropy1=28&cropy2=600,jack & laura dangermond,530
energy  ==> petrochemicals,4,0,51,female,none,https://specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropx1=168&cropx2=740&cropy1=28&cropy2=600,fan hongwei,531
real estate  ==> shopping malls,4,0,83,male,none,https://specials-images.forbesimg.com/imageserve/5a7a57e0a7ea43169012d964/416x416.jpg?background=000000&cropx1=264&cropx2=2195&cropy1=135&cropy2=2067,john gandel,532
fashion & retail  ==> sunglasses,4,0,69,male,none,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropx1=48&cropx2=744&cropy1=29&cropy2=725,james jannard,533
diversified  ==> diversified,4,-19,87,none,none,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropx1=48&cropx2=744&cropy1=29&cropy2=725,montri jiaravanont,534
real estate  ==> real estate,4,0,79,male,hong kong,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropx1=48&cropx2=744&cropy1=29&cropy2=725,samuel tak lee,535
automotive  ==> motorcycles,4,0,64,male,none,https://specials-images.forbesimg.com/imageserve/57d8876631358e16c5898f96/416x416.jpg?background=000000&cropx1=253&cropx2=672&cropy1=137&cropy2=556,pawan munjal,536
food and beverage  ==> candy,4,0,51,none,none,https://specials-images.forbesimg.com/imageserve/57d8876631358e16c5898f96/416x416.jpg?background=000000&cropx1=253&cropx2=672&cropy1=137&cropy2=556,axel oberwelland,537
gambling & casinos  ==> casinos,4,0,50,male,australia,https://specials-images.forbesimg.com/imageserve/5a7a56f7a7ea43169012d94d/416x416.jpg?background=000000&cropx1=0&cropx2=2768&cropy1=11&cropy2=2781,james packer,538
media & entertainment  ==> marvel comics,4,0,75,male,none,https://specials-images.forbesimg.com/imageserve/58d533e431358e1a35ad984c/416x416.jpg?background=000000&cropx1=508&cropx2=1473&cropy1=61&cropy2=1025,isaac perlmutter,539
"diversified  ==> computer services, real estate",4,0,87,male,none,https://specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=48&cropy2=792,"h. ross perot, sr.",540
manufacturing  ==> kitchen appliances,4,0,72,male,none,https://specials-images.forbesimg.com/imageserve/82baa7f5ff8103ce920683e17948b55c/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=18&cropy2=762,michael pieper,541
"finance and investments  ==> hotels, investments",4,0,68,none,united states,https://specials-images.forbesimg.com/imageserve/7dd7043c48edb3bd30804e026ddab444/416x416.jpg?background=000000&cropx1=142&cropx2=743&cropy1=308&cropy2=909,thomas pritzker,542
finance and investments  ==> hedge funds,4,0,85,male,usa,https://specials-images.forbesimg.com/imageserve/59d7ee3131358e542c036e4e/416x416.jpg?background=000000&cropx1=108&cropx2=651&cropy1=109&cropy2=652,"julian robertson, jr.",543
fashion & retail  ==> fashion,4,0,62,male,italy,https://specials-images.forbesimg.com/imageserve/5a7f9efb31358e4955ad1eb9/416x416.jpg?background=000000&cropx1=114&cropx2=1523&cropy1=57&cropy2=1466,renzo rosso,544
real estate  ==> real estate,4,23,65,male,uae,https://specials-images.forbesimg.com/imageserve/56d06a93e4b0c144a7f64a47/416x416.jpg?background=000000&cropx1=10&cropx2=744&cropy1=39&cropy2=774,hussain sajwani,545
telecom  ==> mobile phone retailer,4,0,53,none,none,https://specials-images.forbesimg.com/imageserve/5ac2512f31358e4112b68a20/416x416.jpg?background=000000&cropx1=9&cropx2=1413&cropy1=9&cropy2=1413,yasumitsu shigeta,546
technology  ==> snapchat,4,0,29,male,united states,https://specials-images.forbesimg.com/imageserve/59162afb31358e03e5590bd9/416x416.jpg?background=000000&cropx1=1011&cropx2=4726&cropy1=32&cropy2=3744,evan spiegel,547
technology  ==> e-commerce,4,0,45,male,china,https://specials-images.forbesimg.com/imageserve/5a7d03fba7ea431690130d98/416x416.jpg?background=000000&cropx1=101&cropx2=561&cropy1=90&cropy2=549,wang xing,548
energy  ==> pipelines,4,0,62,male,united states,https://specials-images.forbesimg.com/imageserve/59d7eab04bbe6f37dda020cf/416x416.jpg?background=000000&cropx1=2496&cropx2=3723&cropy1=163&cropy2=1389,kelcy warren,549
real estate  ==> real estate,4,0,48,none,usa,https://specials-images.forbesimg.com/imageserve/59ef795e4bbe6f37dda1056d/416x416.jpg?background=000000&cropx1=1613&cropx2=3298&cropy1=1291&cropy2=2975,ben ashkenazy,550
real estate  ==> retail,4,0,-2019,female,none,https://specials-images.forbesimg.com/imageserve/5a7e5aff31358e4955ad13b7/416x416.jpg?background=000000&cropx1=18&cropx2=775&cropy1=120&cropy2=877,ursula bechtolsheimer-kipp,551
healthcare  ==> medical technology,4,0,40,male,germany,https://specials-images.forbesimg.com/imageserve/5a68e7774bbe6f2652f37a75/416x416.jpg?background=000000&cropx1=165&cropx2=813&cropy1=30&cropy2=679,otto philipp braun,552
fashion & retail  ==> furniture retailing,4,0,51,male,none,https://specials-images.forbesimg.com/imageserve/589ce0f74bbe6f0e55866685/416x416.jpg?background=000000&cropx1=72&cropx2=744&cropy1=0&cropy2=672,che jianxing,553
technology  ==> dolby laboratories,4,0,76,none,none,https://specials-images.forbesimg.com/imageserve/59d7fbac4bbe6f37dda021cd/416x416.jpg?background=000000&cropx1=0&cropx2=838&cropy1=669&cropy2=1506,dagmar dolby,554
"healthcare  ==> pharmaceuticals, medical equipment",4,0,91,none,none,https://specials-images.forbesimg.com/imageserve/5a7e56414bbe6f2652f529b3/416x416.jpg?background=000000&cropx1=116&cropx2=1016&cropy1=250&cropy2=1150,traudl engelhorn,555
automotive  ==> toyota dealerships,4,0,53,none,united states,https://specials-images.forbesimg.com/imageserve/5a8dd78231358e4955adfbaa/416x416.jpg?background=000000&cropx1=0&cropx2=2168&cropy1=356&cropy2=2525,dan friedkin,556
fashion & retail  ==> retail,4,0,50,male,none,https://specials-images.forbesimg.com/imageserve/5a80b5184bbe6f2652f54002/416x416.jpg?background=000000&cropx1=1003&cropx2=2987&cropy1=9&cropy2=1994,sergei galitsky,557
real estate  ==> real estate,4,0,66,male,none,https://specials-images.forbesimg.com/imageserve/b8f39daf7c442a93e854518a273084a2/416x416.jpg?background=000000&cropx1=69&cropx2=716&cropy1=142&cropy2=790,huang rulun,558
